개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
야구장,서귀포야구장,야구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중산간서로 95,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2596431,126.501791,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,서귀포생활체육문화센터,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 월드컵로 33(법환동),,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.24621974,126.5092777,2020-06-25,6520000,제주특별자치도 서귀포시
궁도장,서귀포궁도장,기타,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중산간서로 97-40,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2592301,126.4980473,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,서귀포국민체육센터,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중문관광로 346,,제주특별자치도 서귀포시,체육진흥과,064-760-3641,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2510475,126.4317627,2020-06-25,6520000,제주특별자치도 서귀포시
궁도장,삼다정궁도장,기타,1월1일. 설날. 추석,06:00,18:00,06:00,18:00,Y,,,,,,,,,,제주특별자치도 서귀포시 남원읍 한남리 485-2,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.3001672,126.6831264,2020-06-25,6520000,제주특별자치도 서귀포시
궁도장,산방정궁도장,기타,1월1일. 설날. 추석,06:00,18:00,06:00,18:00,Y,,,,,,,,,,제주특별자치도 서귀포시 안덕면 덕수리 산27,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2547748,126.3229649,2020-06-25,6520000,제주특별자치도 서귀포시
궁도장,백록정궁도장,기타,1월1일. 설날. 추석,05:30,18:30,05:30,18:30,Y,,,,,,,,,,제주특별자치도 서귀포시 보목동 1442-2,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2460103,126.6009132,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,동홍생활체육관,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중앙로 140,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2583114,126.563671,2020-06-25,6520000,제주특별자치도 서귀포시
인조잔디구장,대정문화체육센터,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 대정읍 암반수마농로419,,제주특별자치도 서귀포시,대정읍,064-760-4011,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2633536,126.2351338,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,대정문화체육센터,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 대정읍 암반수마농로419,,제주특별자치도 서귀포시,대정읍,064-760-4011,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2633536,126.2351338,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,남원생활체육관,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 남원읍 태위로 551-27,,제주특별자치도 서귀포시,남원읍,064-760-4111,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.27788286,126.7034071,2020-06-25,6520000,제주특별자치도 서귀포시
주경기장,남원생활체육관,다목적경기장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 남원읍 태위로 551-27,,제주특별자치도 서귀포시,남원읍,064-760-4111,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.27788286,126.7034071,2020-06-25,6520000,제주특별자치도 서귀포시
인조잔디구장,걸매축구장,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 서홍로 184-26,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.249332,126.554576,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,강창학종합경기장,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중산간서로 91-1,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.260291,126.501845,2020-06-25,6520000,제주특별자치도 서귀포시
주경기장,강창학종합경기장,다목적경기장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 중산간서로 91-1,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.260291,126.501845,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,예래동체육공원,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 하예동 1169-1,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2446327,126.3812013,2020-06-25,6520000,제주특별자치도 서귀포시
게이트볼장,예래동전천후게이틀볼장,기타,1월2일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 하예동 1172-1,,제주특별자치도 서귀포시,체육진흥과,064-760-3632,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2450415,126.378042,2020-06-25,6520000,제주특별자치도 서귀포시
신동읍 함백출장소(조동복지회관) 1층 강당,복지회관,강당,공휴일,09:00,21:00,09:00,18:00,Y,,50000,,,109,240,,"방문예약, 전화예약",,강원도 정선군 신동읍 새골길 30,강원도 정선군 신동읍 조동리 216-1,강원도 정선군청,신동읍행정복지센터,033-560-2635,,37.21806342,128.6712842,2020-07-02,4290000,강원도 정선군
체육관,효돈생활체육관,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 하신상로 25,,제주특별자치도 서귀포시,체육진흥과,064-760-3631,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2630291,126.6171579,2020-06-25,6520000,제주특별자치도 서귀포시
테니스장,표선생활체육관,테니스장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 표선면 한마음초등로 399,,제주특별자치도 서귀포시,표선면,064-760-4411,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.3544886,126.8146643,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,표선생활체육관,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 표선면 한마음초등로 399,,제주특별자치도 서귀포시,표선면,064-760-4411,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.3544886,126.8146643,2020-06-25,6520000,제주특별자치도 서귀포시
인조잔디구장,표선생활체육관,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 표선면 한마음초등로 399,,제주특별자치도 서귀포시,표선면,064-760-4411,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.3544886,126.8146643,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,표선생활체육관,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 표선면 한마음초등로 399,,제주특별자치도 서귀포시,표선면,064-760-4411,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.3544886,126.8146643,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,중문단지축구장,축구장,1월1일. 설날. 추석,06:00,18:00,06:00,18:00,Y,,,,,,,,,,제주특별자치도 서귀포시 이어도로 120,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2350033,126.4313926,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,제주유나이티드FC전용구장,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 강정동 3355-3,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2516897,126.4906467,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,제주월드컵경기장,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 일주동로 9195,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2544876,126.5646446,2020-06-25,6520000,제주특별자치도 서귀포시
서화운동장,게이트볼,다목적경기장,연중무휴,09:00,22:00,09:00,22:00,Y,2,"30,000",1,,270,7140,,방문.전화,,강원도 인제군 서화면 금강로 1501,,강원도 인제군청,체육청소년과,033-460-2351,,38.22866492,128.2073517,2020-07-21,4330000,강원도 인제군
주경기장,제주공천포전지훈련센터,다목적경기장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
인조잔디구장,제주공천포전지훈련센터,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
다목적체육관,제주공천포전지훈련센터,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
테니스장,제주공천포전지훈련센터,테니스장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
게이트볼장,제주공천포전지훈련센터,기타,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
야구장,제주공천포전지훈련센터,야구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 신례로 96,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2771177,126.6413556,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,안덕생활체육관,체육관,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 안덕면 화순서서로 59,,제주특별자치도 서귀포시,안덕면,064-760-4311,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2558062,126.3283213,2020-06-25,6520000,제주특별자치도 서귀포시
주경기장,안덕생활체육관,다목적경기장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 안덕면 화순서서로 59,,제주특별자치도 서귀포시,안덕면,064-760-4311,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.2558062,126.3283213,2020-06-25,6520000,제주특별자치도 서귀포시
체육관,성산국민체육센터,체육관,1월1일. 설날. 추석,09:00,22:00,09:00,18:00,Y,,,,,,,,,,제주특별자치도 서귀포시 성산읍 일주동로 4024,,제주특별자치도 서귀포시,성산읍,064-760-4211,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.4671995,126.9049515,2020-06-25,6520000,제주특별자치도 서귀포시
주경기장,성산국민체육센터,다목적경기장,1월1일. 설날. 추석,09:00,22:00,09:00,18:00,Y,,,,,,,,,,제주특별자치도 서귀포시 성산읍 일주동로 4024,,제주특별자치도 서귀포시,성산읍,064-760-4211,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.4671995,126.9049515,2020-06-25,6520000,제주특별자치도 서귀포시
테니스장,서귀포테니스장,테니스장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 동홍로99번길 36,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.25759736,126.5642119,2020-06-25,6520000,제주특별자치도 서귀포시
천연잔디구장,서귀포축구공원,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 효돈순환로 311-29,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.25836365,126.6103678,2020-06-25,6520000,제주특별자치도 서귀포시
인조잔디구장,서귀포축구공원,축구장,1월1일. 설날. 추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,제주특별자치도 서귀포시 효돈순환로 311-29,,제주특별자치도 서귀포시,체육진흥과,064-760-3621,http://www.seogwipo.go.kr/field/living/sportsfacilities/status.htm,33.25836365,126.6103678,2020-06-25,6520000,제주특별자치도 서귀포시
청소년진로체험관,청소년진로체험관,체험실 등,매주 월요일,09:00,18:00,09:00,18:00,N,,,,,,,,방문,,"경상남도 진주시 판문오동길 99-7, (판문동)",경상남도 진주시 판문동 477번지,경상남도 진주시,평생학습원,055-749-8338,www.jinju.go.kr/jinro/,35.17579993,128.0394196,2020-06-30,5310000,경상남도 진주시
중앙지하도상가 다목적실,중앙지하도상가,다목적실,매월 마지막주 일요일,08:00,23:00,08:00,23:00,N,,,,,,82.77,빔프로젝터+책상10+의자66,전화+방문,,"경상남도 진주시 진주대로 1035, 지하층 (동성동)",경상남도 진주시 동성동 12-4번지 지하층,경상남도 진주시,도시재생과,055-741-7014,,35.19202029,128.084505,2020-06-30,5310000,경상남도 진주시
수곡면사무소,수곡면 곤수로 972,주차장,목요일,09:00,18:00,09:00,18:00,N,,,,,,,,,,"경상남도 진주시 수곡면 곤수로 972, (대천리)",경상남도 진주시 수곡면 대천리 122-1번지,경상남도 진주시,수곡면사무소,,,35.19864015,127.9321702,2020-06-30,5310000,경상남도 진주시
수곡면사무소,수곡면 곤수로 972,회의실,"목, 토, 일, 휴",09:00,18:00,00:00,00:00,N,,,,,,,,,,"경상남도 진주시 수곡면 곤수로 972, (대천리)",경상남도 진주시 수곡면 대천리 122-1번지,경상남도 진주시,수곡면사무소,,,35.19864015,127.9321702,2020-06-30,5310000,경상남도 진주시
월아산 우드랜드,진주시 진성면 동산리 산 134,체험관,매주 월,09:00,17:00,09:00,17:00,N,,,,,,,,,,"경상남도 진주시 진성면 달음산로 313, (동산리)",경상남도 진주시 진성면 동산리 산134번지,경상남도 진주시,산림과,,,35.19991568,128.1941259,2020-06-30,5310000,경상남도 진주시
